Wiki_movie_ID,Freebase_movie_ID,Movie_release_date,Character_name,Actor_date_of_birth,Actor_gender,Actor_height,Actor_ethnicity_Freebase_ID,Actor_name,Actor_age,Freebase_character/actor_ID,Freebase_character_ID,Freebase_actor_ID,Occupations,Occupation Labels
362719,/m/01_mdl,1978-12-10,Clark Kent,1957-10-27,M,,,Jeff East,21.0,/m/0k3z25,/m/02362,/m/06db7b,"http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q42909","reporter, reporter, reporter, reporter"
362719,/m/01_mdl,1978-12-10,Lara Lor-Van,1939-01-09,F,1.689,/m/0g96wd,Susannah York,39.0,/m/03jpmw7,/m/071jhv,/m/01fwf1,"http://www.wikidata.org/entity/Q11631, http://www.wikidata.org/entity/Q182436","astronaut, librarian"
362719,/m/01_mdl,1978-12-10,Ursa,1952-12-12,F,1.778,,Sarah Douglas,25.0,/m/03jswr3,/m/025sh7w,/m/04qmmn,"http://www.wikidata.org/entity/Q2159907, http://www.wikidata.org/entity/Q4991371, http://www.wikidata.org/entity/Q12414919","criminal, soldier, terrorist"
362719,/m/01_mdl,1978-12-10,Jor-El,1924-04-03,M,1.75,/m/07mqps,Marlon Brando,54.0,/m/0k3z0s,/m/02kdb5,/m/04__f,"http://www.wikidata.org/entity/Q901, http://www.wikidata.org/entity/Q205375","scientist, inventor"
1033297,/m/0401sg,2002-03-12,Alice,1975-12-17,F,1.74,/m/0268d21,Milla Jovovich,26.0,/m/0k2gjb,/m/02wtdcf,/m/0151ns,"http://www.wikidata.org/entity/Q11124885, http://www.wikidata.org/entity/Q1397808, http://www.wikidata.org/entity/Q2095549","martial artist, resistance fighter, aircraft pilot"
32426830,/m/0gyvncq,1949,Porky Pig,1908-05-30,M,,/m/041rx,Mel Blanc,40.0,/m/0hgvjvf,/m/0dngm,/m/0c5vh,,
18620635,/m/04gnwd2,1942-09-05,Daffy Duck,1908-05-30,M,,/m/041rx,Mel Blanc,34.0,/m/0gx867f,/m/0dng4,/m/0c5vh,,
4002677,/m/0bb_jr,1959-03-13,Richard Hannay,1914-09-20,M,,,Kenneth More,44.0,/m/0k47r3,/m/059by8,/m/023t0b,"http://www.wikidata.org/entity/Q47064, http://www.wikidata.org/entity/Q165950","military personnel, espionage"
3917873,/m/0b6qm3,1968-12-16,Caractacus Potts,1925-12-13,M,1.85,/m/07mqps,Dick Van Dyke,43.0,/m/0jwcy2,/m/054w5v,/m/01vb403,http://www.wikidata.org/entity/Q2095549,aircraft pilot
3917873,/m/0b6qm3,1968-12-16,Truly Scrumptious,1930-07-20,F,,,Sally Ann Howes,38.0,/m/0jwcy7,/m/054wn3,/m/061153,,
3917873,/m/0b6qm3,1968-12-16,Baron Bomburst,1913-02-25,M,1.854,,Gert Fröbe,55.0,/m/04fx62g,/m/0h3fpx,/m/01tj5w,,
3917873,/m/0b6qm3,1968-12-16,Baroness Bomburst,1936-10-06,F,,,Anna Quayle,32.0,/m/04fx63f,/m/076zj3,/m/074prn,,
3917873,/m/0b6qm3,1968-12-16,Child Catcher,1909-04-09,M,,,Robert Helpmann,59.0,/m/04fx664,/m/06tj0m,/m/01xd3l,,
28826929,/m/0dd9ljf,1961,Aeneas,1926-01-21,M,1.854,,Steve Reeves,34.0,/m/0g9_plg,/m/0qpk,/m/040ky7,http://www.wikidata.org/entity/Q1402561,military leader
24207129,/m/07l50_1,2009-09-11,George,1960-09-10,M,1.87,/m/0d7wh,Colin Firth,49.0,/m/07n6wnx,/m/07yjp_m,/m/03f1zdw,,
15337018,/m/03m5fvl,1941-12-01,Tarzan,1904-06-02,M,1.905,/m/0ffj5g,Johnny Weissmuller,37.0,/m/04128gv,/m/07lk3,/m/04709,"http://www.wikidata.org/entity/Q331432, http://www.wikidata.org/entity/Q1714828, http://www.wikidata.org/entity/Q2873500, http://www.wikidata.org/entity/Q14009165, http://www.wikidata.org/entity/Q1259323","fisher, hunter, adventurer, trapper, tribal chief"
399402,/m/023p33,1950-02-15,Cinderella,1929-05-05,F,,,Ilene Woods,20.0,/m/0jwffj,/m/04lhwwt,/m/0f3js2,http://www.wikidata.org/entity/Q24871167,scullery maid
399402,/m/023p33,1950-02-15,Prince Charming,1925-08-11,M,,,Mike Douglas,24.0,/m/0ggfz50,/m/049p8n,/m/039q8b,,
3184269,/m/0dnqr,1989-05-24,Indiana Jones,1942-07-13,M,1.85,/m/01qhm_,Harrison Ford,46.0,/m/0jzx7x,/m/03ttl,/m/0c0k1,"http://www.wikidata.org/entity/Q47064, http://www.wikidata.org/entity/Q1622272, http://www.wikidata.org/entity/Q2873500, http://www.wikidata.org/entity/Q3621491, http://www.wikidata.org/entity/Q9352089","military personnel, university teacher, adventurer, archaeologist, spy"
3184269,/m/0dnqr,1989-05-24,"Henry Jones, Sr.",1930-08-25,M,1.89,/m/03lmx1,Sean Connery,58.0,/m/0jzx81,/m/0bss74,/m/06mr6,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q3621491","professor, archaeologist"
3184269,/m/0dnqr,1989-05-24,Sallah,1944-05-05,M,1.85,/m/06gbnc,John Rhys-Davies,45.0,/m/0jzx86,/m/0g2byj,/m/01846t,,
3184269,/m/0dnqr,1989-05-24,Indiana Jones,1970-08-23,M,1.78,/m/041rx,River Phoenix,18.0,/m/0448qqk,/m/03ttl,/m/015076,"http://www.wikidata.org/entity/Q47064, http://www.wikidata.org/entity/Q1622272, http://www.wikidata.org/entity/Q2873500, http://www.wikidata.org/entity/Q3621491, http://www.wikidata.org/entity/Q9352089","military personnel, university teacher, adventurer, archaeologist, spy"
3184269,/m/0dnqr,1989-05-24,Grail Knight,1908-06-10,M,,,Robert Eddison,80.0,/m/0gc72sj,/m/0h5sxn2,/m/04g1p1w,,
1132138,/m/0490_m,2002-11-29,Elliot Reid,1976-08-27,F,1.73,/m/044038p,Sarah Chalke,26.0,/m/0gymk0b,/m/0ck2q2,/m/03592b,http://www.wikidata.org/entity/Q39631,physician
1132138,/m/0490_m,2002-11-29,John Dorian,1975-04-06,M,1.83,/m/041rx,Zach Braff,27.0,/m/0h0x_g1,/m/0c2hzq,/m/036dyy,http://www.wikidata.org/entity/Q39631,physician
2254896,/m/06zl9w,1956-01-26,Agamemnon,1909-11-09,M,1.78,/m/02w7gg,Robert Douglas,46.0,/m/04_9j2b,/m/0qrc,/m/07m5k5,,
414368,/m/025j92,1950,Daffy Duck,1908-05-30,M,,/m/041rx,Mel Blanc,41.0,/m/052b95w,/m/0dng4,/m/0c5vh,,
4858883,/m/0crbq3,1992-08-08,Moomintroll,1948-10-06,M,,,Rabbe Smedlund,43.0,/m/0krphxh,/m/025wvss,/m/0krphxm,,
4858883,/m/0crbq3,1992-08-08,Sniff,1954-01-02,M,,,Jyrki Kovaleff,38.0,/m/0krphv7,/m/02p8_56,/m/0krphvc,,
4858883,/m/0crbq3,1992-08-08,Little My,1936-03-09,F,,,Elina Salo,56.0,/m/0krphyv,/m/02p32n4,/m/04gnz_l,,
4858883,/m/0crbq3,1992-08-08,Moominmamma,1955-11-19,F,,,Ulla Tapaninen,36.0,/m/0krphtv,/m/02p5ncx,/m/0dy5lcn,,
4858883,/m/0crbq3,1992-08-08,Moominpappa,1940-06-12,M,,,Matti Ruohola,52.0,/m/0krphxy,/m/02p5nd8,/m/026tt7l,,
4858883,/m/0crbq3,1992-08-08,Snufkin,1961-04-17,M,,,Pertti Koivula,31.0,/m/0krphvp,/m/02p2q_8,/m/0dm7lrb,,
4858883,/m/0crbq3,1992-08-08,The Hemul,1922-06-18,M,,,Tapio Hämäläinen,70.0,/m/0krphy6,/m/02q3424,/m/02vwpj5,,
4858883,/m/0crbq3,1992-08-08,Snork Maiden,1964-03-18,F,,,Mika Kanai,28.0,/m/0ggcct4,/m/03qfr8z,/m/01v_t73,,
4858883,/m/0crbq3,1992-08-08,Snufkin,1967-05-05,M,,,Takehito Koyasu,25.0,/m/0g5c5m3,/m/02p2q_8,/m/03cz9_,,
4858883,/m/0crbq3,1992-08-08,Sniff,1951-02-05,M,,,Ryūsei Nakao,41.0,/m/0g5dp54,/m/02p8_56,/m/03_p26,,
4858883,/m/0crbq3,1992-08-08,Moominpappa,1959-11-24,M,,,Akio Ohtsuka,32.0,/m/0g5dc8r,/m/02p5nd8,/m/03cbvc,,
4858883,/m/0crbq3,1992-08-08,Little My,1965-01-05,F,,,Rei Sakuma,27.0,/m/0g5d4jp,/m/02p32n4,/m/01w_y8q,,
4858883,/m/0crbq3,1992-08-08,Moomintroll,1964-05-05,F,,,Minami Takayama,28.0,/m/0g5d36k,/m/025wvss,/m/01vs8ng,,
4858883,/m/0crbq3,1992-08-08,Moominmamma,1939-04-09,F,,,Ikuko Tani,53.0,/m/0ggcrch,/m/02p5ncx,/m/09k4btf,,
6969487,/m/0gz8tj,1969,Philip Marlowe,1928-04-07,M,1.87,/m/07hwkr,James Garner,40.0,/m/03ls9mv,/m/01c41d,/m/016kkx,"http://www.wikidata.org/entity/Q1058617, http://www.wikidata.org/entity/Q10873124","private investigator, chess player"
7158571,/m/0h79q2,1945,Bugs Bunny,1908-05-30,M,,/m/041rx,Mel Blanc,36.0,/m/052ch8x,/m/0d9kl,/m/0c5vh,http://www.wikidata.org/entity/Q1552579,handyman
26291262,/m/0b76q5_,1950-05-06,Henery Hawk,1908-05-30,M,,/m/041rx,Mel Blanc,41.0,/m/0hyq5wy,/m/04qr7s,/m/0c5vh,,
26291262,/m/0b76q5_,1950-05-06,Barnyard Dawg,1908-05-30,M,,/m/041rx,Mel Blanc,41.0,/m/0hyq5x5,/m/04n4gyf,/m/0c5vh,,
3477618,/m/09fl_w,1976-06-20,Mother Goose,1916-08-24,M,,,Hal Smith,59.0,/m/02vd7kg,/m/0jy5c,/m/03llf8,"http://www.wikidata.org/entity/Q36180, http://www.wikidata.org/entity/Q49757, http://www.wikidata.org/entity/Q16023925","writer, poet, storyteller"
22021525,/m/05n_fgw,2010,Ali Baba,1972-12-17,M,1.85,/m/0bymc,John Abraham,37.0,/m/0gm2f4h,/m/03qq8p,/m/049m19,,
14075290,/m/03cssbb,1984,Maid Marian,1950-02-03,F,1.63,,Morgan Fairchild,33.0,/m/0h0_xzh,/m/02ywjs,/m/02vmmz,http://www.wikidata.org/entity/Q81710,shepherd
504242,/m/02j9_2,2005-08-22,River Tam,1981-07-24,F,1.664,,Summer Glau,24.0,/m/02s9ctl,/m/076ytb,/m/039g0_,http://www.wikidata.org/entity/Q2917380,fugitive
504242,/m/02j9_2,2005-08-22,Malcolm Reynolds,1971-03-27,M,1.87,,Nathan Fillion,34.0,/m/02s9cp1,/m/04xy0_,/m/02s_qz,"http://www.wikidata.org/entity/Q87265645, http://www.wikidata.org/entity/Q4991371, http://www.wikidata.org/entity/Q898031","spaceship captain, soldier, space pirate"
504242,/m/02j9_2,2005-08-22,Inara Serra,1979-06-02,F,1.71,,Morena Baccarin,26.0,/m/02s9cqz,/m/07d96j,/m/01qj95,http://www.wikidata.org/entity/Q47526273,Companion
504242,/m/02j9_2,2005-08-22,Kaylee Frye,1982-06-02,F,1.66,/m/033njm,Jewel Staite,23.0,/m/02s9crn,/m/0441j8,/m/034_f7,http://www.wikidata.org/entity/Q327029,mechanic
504242,/m/02j9_2,2005-08-22,Derrial Book,1945-07-10,M,1.803,/m/0x67,Ron Glass,60.0,/m/02s9cvf,/m/0grm6d,/m/03h82p,http://www.wikidata.org/entity/Q42603,priest
256337,/m/01l_pn,2003-06-18,Charles Townsend,1918-01-29,M,1.803,,John Forsythe,85.0,/m/03jrb83,/m/0b_k2bm,/m/01zvxq,,
256337,/m/01l_pn,2003-06-18,Kelly Garrett,1945-10-26,F,1.7,,Jaclyn Smith,57.0,/m/0cg0bvk,/m/03y0mn,/m/03f2lp,http://www.wikidata.org/entity/Q1058617,private investigator
20518783,/m/05229gd,1956-10-22,Woody Woodpecker,1903-11-07,F,,,Grace Stafford,52.0,/m/09j1yhk,/m/01cjzl,/m/06kr78,,
9088886,/m/027x7z5,2002-01-10,Lestat de Lioncourt,1972-12-15,M,1.8,/m/03bkbh,Stuart Townsend,29.0,/m/075jp3k,/m/0446pr,/m/03v738,"http://www.wikidata.org/entity/Q36180, http://www.wikidata.org/entity/Q189829, http://www.wikidata.org/entity/Q1714828, http://www.wikidata.org/entity/Q2259451, http://www.wikidata.org/entity/Q29017403","writer, hermit, hunter, stage actor, rock musician"
9088886,/m/027x7z5,2002-01-10,Jessica Miriam Reeves,1977-04-25,F,1.6,,Marguerite Moreau,24.0,/m/02vcn6f,/m/0bbjjm,/m/03j_13,,
9088886,/m/027x7z5,2002-01-10,Marius de Romanus,1964-06-10,M,1.82,/m/03ttfc,Vincent Pérez,37.0,/m/075jpc9,/m/06p3c3,/m/0b3bw2,,
9088886,/m/027x7z5,2002-01-10,Maharet,1955-03-22,F,1.778,/m/06mvq,Lena Olin,46.0,/m/02vchdw,/m/0cc3dvx,/m/01y64_,http://www.wikidata.org/entity/Q16153191,witch in a work of fiction
9088886,/m/027x7z5,2002-01-10,Khayman,1945-09-17,M,2.01,,Bruce Spence,56.0,/m/0cc3dx5,/m/0bbjjz,/m/04qvbv,,
9088886,/m/027x7z5,2002-01-10,Armand,1977-01-22,M,1.78,,Matthew Newton,24.0,/m/0cc3dv6,/m/06rzz0,/m/09xp7b,"http://www.wikidata.org/entity/Q33999, http://www.wikidata.org/entity/Q11542735, http://www.wikidata.org/entity/Q20956402","actor, homewrecker, cult leader"
23310072,/m/065_yw8,2000-08-27,Sara Pezzini,1970-07-02,F,1.702,,Yancy Butler,30.0,/m/0g973h7,/m/04pm3z,/m/021hp8,"http://www.wikidata.org/entity/Q188784, http://www.wikidata.org/entity/Q842782, http://www.wikidata.org/entity/Q1058617, http://www.wikidata.org/entity/Q1250916","superhero, detective, private investigator, warrior"
2002258,/m/06d6ch,1988-10-21,Samuel J. Loomis,1919-10-05,M,1.7,,Donald Pleasence,69.0,/m/0jz2zh,/m/0cs65s,/m/0131kb,http://www.wikidata.org/entity/Q211346,psychiatrist
2002258,/m/06d6ch,1988-10-21,Jamie Lloyd,1977-06-01,F,1.52,/m/041rx,Danielle Harris,11.0,/m/0jz2zn,/m/09435s,/m/02gylv,,
20520779,/m/051vlb5,1958-05-19,Woody Woodpecker,1903-11-07,F,,,Grace Stafford,54.0,/m/09j1x3_,/m/01cjzl,/m/06kr78,,
18545627,/m/04f_fcs,1955-06-04,Tweety Bird,1908-05-30,M,,/m/041rx,Mel Blanc,47.0,/m/0g8qd1f,/m/0n2w_,/m/0c5vh,,
18545627,/m/04f_fcs,1955-06-04,Sylvester,1908-05-30,M,,/m/041rx,Mel Blanc,47.0,/m/0g8qd17,/m/011k1z,/m/0c5vh,,
571383,/m/02r71n,1977-06-17,Regan MacNeil,1959-01-22,F,1.52,/m/07bch9,Linda Blair,18.0,/m/0jx_1t,/m/0721tq,/m/020xv2,,
571383,/m/02r71n,1977-06-17,Lankester Merrin,1929-04-10,M,1.94,/m/06mvq,Max von Sydow,48.0,/m/0jx_28,/m/05fbk0v,/m/0k525,"http://www.wikidata.org/entity/Q42603, http://www.wikidata.org/entity/Q2467532","priest, exorcist"
1456329,/m/052_dz,1991-11-22,Fievel Mousekewitz,1978-10-04,M,,,Phillip Glasser,13.0,/m/0jtgh6,/m/0669rl3,/m/05xhz3,,
20297550,/m/04z_t99,1992,Narrator,1931-02-06,M,1.78,,Rip Torn,60.0,/m/0h0zmr1,/m/0147fv,/m/02js_6,,
21052684,/m/05b5kv6,1951-11-02,Tom Brown,1939-03-09,M,,/m/02w7gg,John Howard Davies,12.0,/m/05v7bn0,/m/09zg7h,/m/043mnk,,
21052684,/m/05b5kv6,1951-11-02,"Harry ""Scud"" East",1935-11-12,M,,,John Charlesworth,15.0,/m/05v7bn8,/m/02rnfn9,/m/05v7blx,,
21052684,/m/05b5kv6,1951-11-02,Harry Paget Flashman,1931-05-14,M,,,John Forrest,20.0,/m/05v7bnj,/m/0hwv1,/m/05v7bm2,"http://www.wikidata.org/entity/Q189290, http://www.wikidata.org/entity/Q9352089","military officer, spy"
445066,/m/0299hs,1987-07-17,RoboCop,1947-06-24,M,1.83,,Peter Weller,40.0,/m/0h5q82q,/m/0h3w0g,/m/04t969,http://www.wikidata.org/entity/Q384593,police officer
1007009,/m/03ynz9,1998-06-16,Carl Denham,1935-04-19,M,1.59,,Dudley Moore,63.0,/m/0bmyzq6,/m/055ypt,/m/0cj2w,"http://www.wikidata.org/entity/Q2526255, http://www.wikidata.org/entity/Q3282637","film director, film producer"
1007009,/m/03ynz9,1998-06-16,King Kong,1935-04-19,M,1.59,,Dudley Moore,63.0,/m/0h2vw8s,/m/04lr_4,/m/0cj2w,,
1007009,/m/03ynz9,1998-06-16,Jack Driscoll,1951-08-31,M,,,Randy Hamilton,46.0,/m/0j6td7c,/m/09tgvf,/m/0gc497p,"http://www.wikidata.org/entity/Q45199, http://www.wikidata.org/entity/Q214917","sailor, playwright"
1479185,/m/054rdz,1947-09-27,Mickey Mouse,1901-12-05,M,1.778,/m/01qhm_,Walt Disney,45.0,/m/0gy6c_f,/m/057ph,/m/081nh,http://www.wikidata.org/entity/Q1552579,handyman
12576808,/m/02wwhrb,2009-02-23,Turanga Leela,1954-01-19,F,1.753,/m/041rx,Katey Sagal,55.0,/m/04mjqy7,/m/021fd5,/m/01f4sz,http://www.wikidata.org/entity/Q60319535,starship pilot
12576817,/m/02wwhrp,2008,Turanga Leela,1954-01-19,F,1.753,/m/041rx,Katey Sagal,53.0,/m/03l1gww,/m/021fd5,/m/01f4sz,http://www.wikidata.org/entity/Q60319535,starship pilot
19787914,/m/0bwhdbl,2011-04-11,Sidney Prescott,1973-10-03,F,1.7,/m/092h2qt,Neve Campbell,37.0,/m/0bc3xjq,/m/025t3kn,/m/0l8v5,"http://www.wikidata.org/entity/Q36180, http://www.wikidata.org/entity/Q315247, http://www.wikidata.org/entity/Q15360275","writer, university student, high school student"
19787914,/m/0bwhdbl,2011-04-11,Gale Weathers,1964-06-15,F,1.65,,Courteney Cox,46.0,/m/0bc3xk8,/m/0glw23,/m/01rr9f,"http://www.wikidata.org/entity/Q36180, http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q44508716","writer, reporter, television personality"
19787914,/m/0bwhdbl,2011-04-11,Ghostface,1956-08-29,M,,,Roger L. Jackson,54.0,/m/0ghhh4v,/m/0bv8yy,/m/0932qm,http://www.wikidata.org/entity/Q484188,serial killer
22144721,/m/05qbckf,2010-04-26,Iron Man,1965-04-04,M,1.75,/m/041rx,Robert Downey Jr.,45.0,/m/05z0c3s,/m/0hnws,/m/016z2j,"http://www.wikidata.org/entity/Q43845, http://www.wikidata.org/entity/Q188784, http://www.wikidata.org/entity/Q205375","businessperson, superhero, inventor"
22144721,/m/05qbckf,2010-04-26,War Machine,1964-11-29,M,1.734,/m/0x67,Don Cheadle,45.0,/m/05tf_hd,/m/03fzx0,/m/02p65p,http://www.wikidata.org/entity/Q2095549,aircraft pilot
22144721,/m/05qbckf,2010-04-26,Black Widow,1984-11-22,F,1.63,/m/013b6_,Scarlett Johansson,25.0,/m/05tf_h2,/m/034qgf,/m/02114t,"http://www.wikidata.org/entity/Q188784, http://www.wikidata.org/entity/Q2251335, http://www.wikidata.org/entity/Q3501317, http://www.wikidata.org/entity/Q4070300, http://www.wikidata.org/entity/Q9352089","superhero, school teacher, fashion designer, ballerina, spy"
22144721,/m/05qbckf,2010-04-26,Pepper Potts,1972-09-27,F,1.75,/m/041rx,Gwyneth Paltrow,37.0,/m/05tf_gs,/m/0dc29w,/m/0bq2g,http://www.wikidata.org/entity/Q80687,secretary
22144721,/m/05qbckf,2010-04-26,Justin Hammer,1968-11-05,M,1.75,,Sam Rockwell,41.0,/m/05tf_hk,/m/08j4b0,/m/04wp3s,http://www.wikidata.org/entity/Q43845,businessperson
22144721,/m/05qbckf,2010-04-26,Whiplash,1952-09-16,M,1.8,/m/033tf_,Mickey Rourke,57.0,/m/05tf_h7,/m/0cv8w1,/m/02m501,,
22144721,/m/05qbckf,2010-04-26,Nick Fury,1948-12-21,M,1.89,/m/0x67,Samuel L. Jackson,61.0,/m/05tf_gy,/m/02lw8w,/m/0f5xn,"http://www.wikidata.org/entity/Q777952, http://www.wikidata.org/entity/Q4991371, http://www.wikidata.org/entity/Q7581768, http://www.wikidata.org/entity/Q9352089, http://www.wikidata.org/entity/Q11338576","instructor, soldier, spymaster, spy, boxer"
22144721,/m/05qbckf,2010-04-26,Howard Stark,1962-08-13,M,1.78,/m/033tf_,John Slattery,47.0,/m/07ylkv4,/m/047gm3x,/m/0gd_b_,http://www.wikidata.org/entity/Q2095549,aircraft pilot
22144721,/m/05qbckf,2010-04-26,Happy Hogan,1966-10-19,M,1.83,/m/0222qb,Jon Favreau,43.0,/m/09gr198,/m/0cnfsp,/m/01twdk,http://www.wikidata.org/entity/Q851436,bodyguard
22144721,/m/05qbckf,2010-04-26,Edwin Jarvis,1971-05-27,M,1.905,/m/02w7gg,Paul Bettany,38.0,/m/09gr18_,/m/06dkjh,/m/01chc7,"http://www.wikidata.org/entity/Q833899, http://www.wikidata.org/entity/Q2095549","butler, aircraft pilot"
22144721,/m/05qbckf,2010-04-26,Senator Stern,1949-11-29,M,,/m/041rx,Garry Shandling,60.0,/m/09gr1b8,/m/09gr1bc,/m/02z3zp,,
22144721,/m/05qbckf,2010-04-26,Ivan Vanko,1952-09-16,M,1.8,/m/033tf_,Mickey Rourke,57.0,/m/0gyb15y,/m/0gyb160,/m/02m501,http://www.wikidata.org/entity/Q169470,physicist
21057974,/m/05c2_7k,2006-06-27,Long John Silver,1940-05-05,M,1.78,/m/0cnvdq1,Lance Henriksen,66.0,/m/05cj7w_,/m/01971v,/m/02zhkz,"http://www.wikidata.org/entity/Q45199, http://www.wikidata.org/entity/Q156839, http://www.wikidata.org/entity/Q10729326","sailor, cook, pirate"
21057974,/m/05c2_7k,2006-06-27,Jim Hawkins,1980-10-27,M,,,Tom Nagel,25.0,/m/05cj7x4,/m/057y48p,/m/02qjlqm,"http://www.wikidata.org/entity/Q49640, http://www.wikidata.org/entity/Q45199","cabin boy, sailor"
21057974,/m/05c2_7k,2006-06-27,Captain Flint,1964-11-19,M,,,Chriss Anglin,41.0,/m/0cvcmrd,/m/06833r,/m/047q4gn,"http://www.wikidata.org/entity/Q45199, http://www.wikidata.org/entity/Q49757, http://www.wikidata.org/entity/Q10729326","sailor, poet, pirate"
619956,/m/02xcsf,2002-11-03,Kevin McCallister,1993-02-16,M,,,Mike Weinberg,9.0,/m/0jzhn8,/m/0g58191,/m/0dl55x,http://www.wikidata.org/entity/Q48942,schoolchild
186856,/m/019k65,1976-06-25,Damien Thorn,1901-08-21,M,,,Harvey Stephens,74.0,/m/02vbgkh,/m/09s4pt,/m/08dx5s,"http://www.wikidata.org/entity/Q43845, http://www.wikidata.org/entity/Q82955, http://www.wikidata.org/entity/Q484188","businessperson, politician, serial killer"
3395769,/m/099b_9,2004,Eeyore,1941-07-28,M,1.73,/m/0g8_vp,Peter Cullen,62.0,/m/02vc57z,/m/0m5tv,/m/03dn9v,,
3395769,/m/099b_9,2004,Roo,1996-02-09,M,1.49,/m/02ctzb,Jimmy Bennett,7.0,/m/02vbd0h,/m/0m5xd,/m/06jkh9,,
6141751,/m/0fs9vc,2009-11-25,Princess Tiana,1972-09-06,F,1.575,/m/0x67,Anika Noni Rose,37.0,/m/02vby7r,/m/02vp6c3,/m/0bsgv8,"http://www.wikidata.org/entity/Q156839, http://www.wikidata.org/entity/Q157195, http://www.wikidata.org/entity/Q3427922","cook, waiter, restaurateur"
11549218,/m/02rhrqy,1954-08-07,Tweety Bird,1908-05-30,M,,/m/041rx,Mel Blanc,46.0,/m/0hynmd8,/m/0n2w_,/m/0c5vh,,
11549218,/m/02rhrqy,1954-08-07,Sylvester,1908-05-30,M,,/m/041rx,Mel Blanc,46.0,/m/0647z5w,/m/011k1z,/m/0c5vh,,
438548,/m/028k_g,1999,Baldrick,1946-08-15,M,1.62,,Tony Robinson,52.0,/m/045xj4f,/m/01d6z,/m/0fwxm,,
