Wiki_movie_ID,Freebase_movie_ID,Movie_release_date,Character_name,Actor_date_of_birth,Actor_gender,Actor_height,Actor_ethnicity_Freebase_ID,Actor_name,Actor_age,Freebase_character/actor_ID,Freebase_character_ID,Freebase_actor_ID,Occupations,Occupation Labels
31941988,/m/0gvsynb,2011-07-07,Griphook,1970-02-03,M,1.067,/m/02w7gg,Warwick Davis,41.0,/m/0h3frpy,/m/02t86hn,/m/02h0wp,"http://www.wikidata.org/entity/Q703534, http://www.wikidata.org/entity/Q806798","employee, banker"
31941988,/m/0gvsynb,2011-07-07,Fleur Delacour,1982-11-30,F,1.7,,Clémence Poésy,28.0,/m/0h5h2kr,/m/01dkj9,/m/04tvr_,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q703534","student, employee"
31941988,/m/0gvsynb,2011-07-07,James Potter,1958-03-27,M,,/m/02w7gg,Adrian Rawlins,53.0,/m/0hh0cxc,/m/02h_frd,/m/071nq3,http://www.wikidata.org/entity/Q3190387,vigilante
31941988,/m/0gvsynb,2011-07-07,Lily Evans Potter,1967-05-19,F,,/m/02g7sp,Geraldine Somerville,44.0,/m/0hh0d9c,/m/02h_fr_,/m/065jlv,http://www.wikidata.org/entity/Q3190387,vigilante
31941988,/m/0gvsynb,2011-07-07,Cormac McLaggen,1987-01-08,M,1.8,,Freddie Stroma,24.0,/m/0hh3zyw,/m/075qytn,/m/06znw0s,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q21505200","student, Quidditch player"
31941988,/m/0gvsynb,2011-07-07,Percy Weasley,1983-11-08,M,1.74,,Chris Rankin,27.0,/m/0hh41xb,/m/014kpr,/m/02d9yn,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q1096316","student, personal assistant"
31941988,/m/0gvsynb,2011-07-07,Narcissa Malfoy,1968-08-17,F,1.63,,Helen McCrory,42.0,/m/0hh8j8r,/m/01fy35,/m/07vvnx,,
31941988,/m/0gvsynb,2011-07-07,Poppy Pomfrey,1942-12-04,F,1.68,/m/02w7gg,Gemma Jones,68.0,/m/0hj2h89,/m/023smr,/m/03dzj_,http://www.wikidata.org/entity/Q39631,physician
31941988,/m/0gvsynb,2011-07-07,Amycus Carrow,1969-12-15,M,1.91,,Ralph Ineson,41.0,/m/0j2dfzz,/m/0j2dfxy,/m/08187c,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q2251335, http://www.wikidata.org/entity/Q12414919","professor, school teacher, terrorist"
31941988,/m/0gvsynb,2011-07-07,Pansy Parkinson,1990-10-06,,,,Scarlett Byrne,20.0,/m/0j5fxc4,/m/0367jt,/m/0j5fx8q,http://www.wikidata.org/entity/Q48282,student
31941988,/m/0gvsynb,2011-07-07,Professor Filius Flitwick,1970-02-03,M,1.067,/m/02w7gg,Warwick Davis,41.0,/m/0j7652x,/m/02qdy1,/m/02h0wp,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q2251335","professor, school teacher"
31941988,/m/0gvsynb,2011-07-07,Arthur Weasley,1959-08-22,M,1.85,/m/02w7gg,Mark Williams,51.0,/m/0j81_n2,/m/014krp,/m/03y_46,"http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q1162163","director, director, director, director"
95953,/m/0nrnk,1999-02-19,Bill Lumbergh,1956-09-20,M,1.8,,Gary Cole,42.0,/m/0k1g6j,/m/07r0v4,/m/0378zn,,
3920826,/m/0b6w50,2006-01-30,Mark Rothenberg,1945-11-02,M,,,Jerry Wasserman,60.0,/m/0cg392v,/m/0cdx1sm,/m/04q3n86,http://www.wikidata.org/entity/Q12794619,proprietor
1983969,/m/06bx1q,1991-05-19,Michael Knight,1952-07-17,M,1.93,/m/01qhm_,David Hasselhoff,38.0,/m/02tbgqh,/m/04054ky,/m/0164nb,"http://www.wikidata.org/entity/Q384593, http://www.wikidata.org/entity/Q1058617, http://www.wikidata.org/entity/Q5121444, http://www.wikidata.org/entity/Q4991371","police officer, private investigator, intelligence officer, soldier"
4836572,/m/0cq86w,1968-09-26,Mr. Sowerberry,1926-10-21,M,1.75,,Leonard Rossiter,41.0,/m/0cd_1yn,/m/05cctmk,/m/0cyjk,http://www.wikidata.org/entity/Q316490,funeral director
4836572,/m/0cq86w,1968-09-26,Fagin,1924-01-08,M,,/m/041rx,Ron Moody,44.0,/m/0k1gyr,/m/01lhm2,/m/015gx1,"http://www.wikidata.org/entity/Q873750, http://www.wikidata.org/entity/Q2159907, http://www.wikidata.org/entity/Q10591707, http://www.wikidata.org/entity/Q12761281","pickpocketing, criminal, con artist, fence"
4836572,/m/0cq86w,1968-09-26,Nancy 'Sikes',1933-04-14,F,,,Shani Wallis,35.0,/m/0k1gyx,/m/05n2kr,/m/01wy90b,"http://www.wikidata.org/entity/Q808266, http://www.wikidata.org/entity/Q3562775, http://www.wikidata.org/entity/Q14915751","bartender, thief, prostitute"
4836572,/m/0cq86w,1968-09-26,Bill Sikes,1938-02-13,M,1.8,/m/02w7gg,Oliver Reed,30.0,/m/0k1gz1,/m/04g8j6,/m/01wskg,"http://www.wikidata.org/entity/Q2159907, http://www.wikidata.org/entity/Q931260, http://www.wikidata.org/entity/Q10659189, http://www.wikidata.org/entity/Q65622885","criminal, murderer, robber, kidnapper"
4836572,/m/0cq86w,1968-09-26,Oliver Twist,1958-07-11,M,,,Mark Lester,10.0,/m/02tbcyj,/m/03bzqdd,/m/05xf0w,,
4836572,/m/0cq86w,1968-09-26,The Artful Dodger,1952-09-30,M,1.72,,Jack Wild,15.0,/m/04d88r4,/m/016dxz,/m/02bgq1,"http://www.wikidata.org/entity/Q873750, http://www.wikidata.org/entity/Q1251441","pickpocketing, leader"
4836572,/m/0cq86w,1968-09-26,Mr. Brownlow,1910-02-14,M,,,Joseph O'Conor,58.0,/m/0cd_1xj,/m/03hfvq3,/m/09gjvk0,,
9834441,/m/02pth35,2010-11-17,Rufus Scrimgeour,1949-12-12,M,1.88,/m/02w7gg,Bill Nighy,60.0,/m/0fp442n,/m/06yqsw,/m/02cllz,"http://www.wikidata.org/entity/Q82955, http://www.wikidata.org/entity/Q1050486","politician, auror"
9834441,/m/02pth35,2010-11-17,Hermione Granger,1990-04-15,F,1.68,/m/0d7wh,Emma Watson,20.0,/m/02vb8g9,/m/0c8kc,/m/0134w7,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q82955, http://www.wikidata.org/entity/Q60661987, http://www.wikidata.org/entity/Q15253558","student, politician, time traveller, activist"
9834441,/m/02pth35,2010-11-17,Vernon Dursley,1947-07-31,M,1.753,/m/02w7gg,Richard Griffiths,63.0,/m/0fp442_,/m/02h_fvt,/m/05sq84,http://www.wikidata.org/entity/Q1162163,director
9834441,/m/02pth35,2010-11-17,Dudley Dursley,1989-03-13,M,1.75,,Harry Melling,21.0,/m/0fp443t,/m/02h_fwb,/m/071yw3,,
9834441,/m/02pth35,2010-11-17,Harry Potter,1989-07-23,M,1.66,/m/02w7gg,Daniel Radcliffe,21.0,/m/02tbbh6,/m/03647x,/m/013_vh,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q1050486, http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q21505200","student, auror, director, Quidditch player"
9834441,/m/02pth35,2010-11-17,Ginny Weasley,1991-02-17,F,1.68,/m/02w7gg,Bonnie Wright,19.0,/m/0cg1vd5,/m/076ydym,/m/02d9xv,"http://www.wikidata.org/entity/Q1930187, http://www.wikidata.org/entity/Q21505200","journalist, Quidditch player"
9834441,/m/02pth35,2010-11-17,Ronald Weasley,1988-08-24,M,1.73,,Rupert Grint,22.0,/m/02vb_0n,/m/0c8jw,/m/014xzx,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q131524, http://www.wikidata.org/entity/Q148401, http://www.wikidata.org/entity/Q1050486, http://www.wikidata.org/entity/Q21505200","student, entrepreneur, magician, auror, Quidditch player"
9834441,/m/02pth35,2010-11-17,Petunia Evans Dursley,1958-07-10,F,1.73,/m/03bkbh,Fiona Shaw,52.0,/m/0fp445n,/m/02h_fv1,/m/01tspcn,,
9834441,/m/02pth35,2010-11-17,Professor Severus Snape,1946-02-21,M,1.854,/m/0d7wh,Alan Rickman,64.0,/m/02_754b,/m/0c2l5,/m/09y20,"http://www.wikidata.org/entity/Q2251335, http://www.wikidata.org/entity/Q9352089","school teacher, spy"
9834441,/m/02pth35,2010-11-17,Charity Burbage,1952-02-08,F,,,Carolyn Pickles,58.0,/m/0fp7qk1,/m/0fp7qk4,/m/0d95b2,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q2251335","professor, school teacher"
9834441,/m/02pth35,2010-11-17,Lord Voldemort,1962-12-22,M,1.83,,Ralph Fiennes,47.0,/m/075q0v4,/m/0c8lv,/m/0170qf,"http://www.wikidata.org/entity/Q484188, http://www.wikidata.org/entity/Q11075015, http://www.wikidata.org/entity/Q16157720","serial killer, war criminal, fictional tyrant"
9834441,/m/02pth35,2010-11-17,Bellatrix Lestrange,1966-05-26,F,1.6,/m/02w7gg,Helena Bonham Carter,44.0,/m/0crxhn6,/m/01qthc,/m/0kszw,"http://www.wikidata.org/entity/Q148401, http://www.wikidata.org/entity/Q931260, http://www.wikidata.org/entity/Q12414919","magician, murderer, terrorist"
9834441,/m/02pth35,2010-11-17,Narcissa Malfoy,1968-08-17,F,1.63,,Helen McCrory,42.0,/m/0fp7qkg,/m/01fy35,/m/07vvnx,,
9834441,/m/02pth35,2010-11-17,Lucius Malfoy,1963-06-06,M,1.8,/m/02w7gg,Jason Isaacs,47.0,/m/0csg5rx,/m/01q__p,/m/025t9b,http://www.wikidata.org/entity/Q12414919,terrorist
9834441,/m/02pth35,2010-11-17,Draco Malfoy,1987-09-22,M,1.753,,Tom Felton,23.0,/m/075nc3k,/m/0c2m4,/m/01pg33,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q21505200","student, Quidditch player"
9834441,/m/02pth35,2010-11-17,Professor Albus Dumbledore,1940-10-19,M,1.83,/m/0d7wh,Michael Gambon,70.0,/m/0c05hwn,/m/0cb2r,/m/015rkw,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q1050486, http://www.wikidata.org/entity/Q2251335, http://www.wikidata.org/entity/Q1650915","professor, auror, school teacher, researcher"
9834441,/m/02pth35,2010-11-17,Rubeus Hagrid,1950-03-30,M,1.854,/m/03lmx1,Robbie Coltrane,60.0,/m/0c05lgj,/m/0d8g5,/m/06ltr,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q2251335, http://www.wikidata.org/entity/Q3190387, http://www.wikidata.org/entity/Q27922114, http://www.wikidata.org/entity/Q12335817","professor, school teacher, vigilante, magizoologist, forestry worker"
9834441,/m/02pth35,2010-11-17,Arthur Weasley,1959-08-22,M,1.85,/m/02w7gg,Mark Williams,51.0,/m/05srdrc,/m/014krp,/m/03y_46,"http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q1162163, http://www.wikidata.org/entity/Q1162163","director, director, director, director"
9834441,/m/02pth35,2010-11-17,Remus Lupin,1963-03-20,M,1.89,/m/02w7gg,David Thewlis,47.0,/m/0cgbb9r,/m/01ctrf,/m/03jj93,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q3190387, http://www.wikidata.org/entity/Q2251335","professor, vigilante, school teacher"
9834441,/m/02pth35,2010-11-17,Kreacher,1957-08-25,M,,/m/02w7gg,Simon McBurney,53.0,/m/09kgz6g,/m/01qcpc,/m/08vr49,,
9834441,/m/02pth35,2010-11-17,Neville Longbottom,1989-06-27,M,1.83,,Matthew David Lewis,21.0,/m/075nft9,/m/01kg7x,/m/02_y1w,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q1050486, http://www.wikidata.org/entity/Q2251335","student, professor, auror, school teacher"
9834441,/m/02pth35,2010-11-17,Dobby the House Elf,1966-09-07,M,1.65,/m/0d7wh,Toby Jones,44.0,/m/05srf3t,/m/05srdtb,/m/071ywj,,
9834441,/m/02pth35,2010-11-17,Lily Evans Potter,1967-05-19,F,,/m/02g7sp,Geraldine Somerville,43.0,/m/09sbyv5,/m/02h_fr_,/m/065jlv,http://www.wikidata.org/entity/Q3190387,vigilante
9834441,/m/02pth35,2010-11-17,Professor Minerva McGonagall,1934-12-28,F,1.651,/m/02w7gg,Maggie Smith,75.0,/m/075q1vq,/m/01lcr5,/m/0l6px,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q703534, http://www.wikidata.org/entity/Q1056391, http://www.wikidata.org/entity/Q2251335","professor, employee, head teacher, school teacher"
9834441,/m/02pth35,2010-11-17,Gellert Grindelwald,1988-11-22,M,1.83,,Jamie Campbell Bower,21.0,/m/0gy9xsh,/m/02w11qt,/m/03nwmp1,"http://www.wikidata.org/entity/Q931260, http://www.wikidata.org/entity/Q1251441, http://www.wikidata.org/entity/Q12414919, http://www.wikidata.org/entity/Q10639470","murderer, leader, terrorist, seers"
9834441,/m/02pth35,2010-11-17,Nymphadora Tonks,1984-11-01,F,1.66,/m/03ttfc,Natalia Tena,26.0,/m/0h2rwb1,/m/01m02k,/m/0b7ct_,http://www.wikidata.org/entity/Q1050486,auror
9834441,/m/02pth35,2010-11-17,Cho Chang,1987-08-08,F,1.64,/m/04mmhj,Katie Leung,23.0,/m/0h34mq6,/m/0152c0,/m/02_k2f,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q21505200","student, Quidditch player"
9834441,/m/02pth35,2010-11-17,Gregorovitch,1946-07-27,M,1.91,/m/09vmyh,Rade Serbedzija,64.0,/m/0h34v3p,/m/094tq6f,/m/034jgf,,
9834441,/m/02pth35,2010-11-17,Molly Weasley,1950-02-22,F,1.6,/m/02w7gg,Julie Walters,60.0,/m/0h35k66,/m/014kmw,/m/016nff,,
9834441,/m/02pth35,2010-11-17,Rita Skeeter,1958-03-03,F,1.65,/m/02w7gg,Miranda Richardson,52.0,/m/0h39ysq,/m/01rb7n,/m/0525b,"http://www.wikidata.org/entity/Q36180, http://www.wikidata.org/entity/Q1930187","writer, journalist"
9834441,/m/02pth35,2010-11-17,Reginald Cattermole,1967,M,,,Steffan Rhodri,43.0,/m/0h3fqz_,/m/0h3fqw0,/m/0413mk1,http://www.wikidata.org/entity/Q703534,employee
9834441,/m/02pth35,2010-11-17,Griphook,1970-02-03,M,1.067,/m/02w7gg,Warwick Davis,40.0,/m/0h3frpr,/m/02t86hn,/m/02h0wp,"http://www.wikidata.org/entity/Q703534, http://www.wikidata.org/entity/Q806798","employee, banker"
9834441,/m/02pth35,2010-11-17,Fleur Delacour,1982-11-30,F,1.7,,Clémence Poésy,27.0,/m/0h5h2kk,/m/01dkj9,/m/04tvr_,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q703534","student, employee"
9834441,/m/02pth35,2010-11-17,Dolores Umbridge,1956-01-09,F,1.52,/m/02w7gg,Imelda Staunton,54.0,/m/0hc9l_v,/m/01l9j2,/m/01tspc6,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q2251335","professor, school teacher"
9834441,/m/02pth35,2010-11-17,Cormac McLaggen,1987-01-08,M,1.8,,Freddie Stroma,23.0,/m/0hh3zyp,/m/075qytn,/m/06znw0s,"http://www.wikidata.org/entity/Q48282, http://www.wikidata.org/entity/Q21505200","student, Quidditch player"
9834441,/m/02pth35,2010-11-17,Olympe Maxime,1944-07-30,F,1.727,,Frances de la Tour,66.0,/m/0hhgxyh,/m/01_yl0,/m/056891,,
9834441,/m/02pth35,2010-11-17,Amycus Carrow,1969-12-15,M,1.91,,Ralph Ineson,40.0,/m/0j2df_4,/m/0j2dfxy,/m/08187c,"http://www.wikidata.org/entity/Q121594, http://www.wikidata.org/entity/Q2251335, http://www.wikidata.org/entity/Q12414919","professor, school teacher, terrorist"
9834441,/m/02pth35,2010-11-17,Pansy Parkinson,1990-10-06,,,,Scarlett Byrne,20.0,/m/0j5fxbr,/m/0367jt,/m/0j5fx8q,http://www.wikidata.org/entity/Q48282,student
634058,/m/0bf38wm,1981-09-11,Pee-wee Herman,1952-08-27,M,1.78,/m/041rx,Paul Reubens,29.0,/m/0cgn7hz,/m/02p2b0f,/m/05zjx,http://www.wikidata.org/entity/Q33999,actor
5700623,/m/0d_wms,2006-11-28,Lois Lane,1948-10-17,F,1.68,/m/0g8_vp,Margot Kidder,58.0,/m/02vbpng,/m/04pzy,/m/04mlmx,"http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q1930187","reporter, journalist"
5700623,/m/0d_wms,2006-11-28,Superman,1952-09-25,M,1.93,,Christopher Reeve,54.0,/m/02tb4tx,/m/070vn,/m/0jrny,"http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q188784","reporter, superhero"
5700623,/m/0d_wms,2006-11-28,Lex Luthor,1930-01-30,M,1.88,/m/07hwkr,Gene Hackman,76.0,/m/02vbrr0,/m/04q78,/m/039bp,"http://www.wikidata.org/entity/Q81096, http://www.wikidata.org/entity/Q169470, http://www.wikidata.org/entity/Q188784, http://www.wikidata.org/entity/Q205375, http://www.wikidata.org/entity/Q484876, http://www.wikidata.org/entity/Q593644, http://www.wikidata.org/entity/Q911554, http://www.wikidata.org/entity/Q2961975, http://www.wikidata.org/entity/Q3437279, http://www.wikidata.org/entity/Q4947495, http://www.wikidata.org/entity/Q15883433, http://www.wikidata.org/entity/Q10384029, http://www.wikidata.org/entity/Q12362622","engineer, physicist, superhero, inventor, chief executive officer, chemist, business magnate, business executive, roboticist, crime boss, mass murderer, drug trafficker, philanthropist"
5700623,/m/0d_wms,2006-11-28,Jor-El,1924-04-03,M,1.75,/m/07mqps,Marlon Brando,82.0,/m/02vblzw,/m/02kdb5,/m/04__f,"http://www.wikidata.org/entity/Q901, http://www.wikidata.org/entity/Q205375","scientist, inventor"
5700623,/m/0d_wms,2006-11-28,General Zod,1938-07-22,M,1.829,/m/02w7gg,Terence Stamp,68.0,/m/02vbg3t,/m/03jlpc,/m/01fkv0,"http://www.wikidata.org/entity/Q1251441, http://www.wikidata.org/entity/Q4991371","leader, soldier"
5700623,/m/0d_wms,2006-11-28,Jimmy Olsen,1957-03-31,M,,,Marc McClure,49.0,/m/040v4z_,/m/01l7gv,/m/06rghp,"http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q33231","reporter, photographer"
5700623,/m/0d_wms,2006-11-28,Ursa,1952-12-12,F,1.778,,Sarah Douglas,53.0,/m/043w1rw,/m/025sh7w,/m/04qmmn,"http://www.wikidata.org/entity/Q2159907, http://www.wikidata.org/entity/Q4991371, http://www.wikidata.org/entity/Q12414919","criminal, soldier, terrorist"
5700623,/m/0d_wms,2006-11-28,Perry White,1922-09-15,M,,,Jackie Cooper,84.0,/m/04y_44k,/m/04mctc,/m/012c6x,"http://www.wikidata.org/entity/Q42909, http://www.wikidata.org/entity/Q589298","reporter, editor-in-chief"
5623405,/m/0dwwmx,1995-04-16,Potiphar,1943-12-31,M,1.73,/m/0dryh9k,Ben Kingsley,51.0,/m/04j22mr,/m/0j34r,/m/016k6x,,
4298666,/m/0bvthz,1976,Thomas Jerome Newton,1947-01-08,M,1.78,/m/02g7sp,David Bowie,28.0,/m/04htzqc,/m/05kmrmr,/m/01vsy7t,,
2819577,/m/084qpk,2007-04-06,Earl McGraw,1940-04-24,M,1.83,,Michael Parks,66.0,/m/0jz0n5,/m/03c3ffm,/m/05qwyy,,
2819577,/m/084qpk,2007-04-06,Fu Manchu,1964-01-07,M,1.83,/m/01qhm_,Nicolas Cage,43.0,/m/04q5mkb,/m/02_vb,/m/01vvb4m,,
2400883,/m/079hkg,1994,Ko Chun,1955-05-18,M,1.83,/m/03bx0k4,Chow Yun-Fat,38.0,/m/03jprrw,/m/0h2_lrb,/m/0m9v7,http://www.wikidata.org/entity/Q9286830,gambler
1945359,/m/0680y4,2006-02-09,Wendy Christensen,1984-11-28,F,1.74,,Mary Elizabeth Winstead,21.0,/m/0jy65g,/m/02vkhnf,/m/073x6y,,
1945359,/m/0680y4,2006-02-09,Devil,1954-12-04,M,1.96,/m/0x67,Tony Todd,51.0,/m/0h7hv3d,/m/098fbx,/m/045gzq,,
13333562,/m/03c20qz,1998-09-29,Akela,1959-01-05,M,1.918,,Clancy Brown,39.0,/m/0h33t_y,/m/02qbxzb,/m/03wy70,,
13333562,/m/03c20qz,1998-09-29,Bagheera,1927-01-17,F,1.63,/m/0x67,Eartha Kitt,71.0,/m/0h5mn68,/m/02ct6n,/m/02gl9l,,
1424178,/m/050f0s,2007-07-21,Homer Simpson,1957-10-29,M,1.78,,Dan Castellaneta,49.0,/m/0bml1hv,/m/0h545,/m/0glmv,http://www.wikidata.org/entity/Q27214348,inspector
1424178,/m/050f0s,2007-07-21,Barney Gumble,1957-10-29,M,1.78,,Dan Castellaneta,49.0,/m/0bml1hz,/m/0h8r9,/m/0glmv,http://www.wikidata.org/entity/Q2095549,aircraft pilot
1424178,/m/050f0s,2007-07-21,Abraham Simpson,1957-10-29,M,1.78,,Dan Castellaneta,49.0,/m/0bml1j2,/m/0h6b5,/m/0glmv,,
1424178,/m/050f0s,2007-07-21,Joe Quimby,1957-10-29,M,1.78,,Dan Castellaneta,49.0,/m/0bml1j6,/m/0h8ph,/m/0glmv,http://www.wikidata.org/entity/Q82955,politician
1424178,/m/050f0s,2007-07-21,Krusty,1957-10-29,M,1.78,,Dan Castellaneta,49.0,/m/0bml1jb,/m/0h8jd,/m/0glmv,"http://www.wikidata.org/entity/Q7358, http://www.wikidata.org/entity/Q947873","clown, television presenter"
1424178,/m/050f0s,2007-07-21,Bart Simpson,1957-10-25,F,1.52,/m/04tvpv,Nancy Cartwright,49.0,/m/0bml1m5,/m/0h6cb,/m/0sw62,"http://www.wikidata.org/entity/Q11147, http://www.wikidata.org/entity/Q48942, http://www.wikidata.org/entity/Q270389","Chief Justice of the United States, schoolchild, news presenter"
1424178,/m/050f0s,2007-07-21,Maggie Simpson,1957-10-25,F,1.52,/m/04tvpv,Nancy Cartwright,49.0,/m/0bml1m9,/m/0h67q,/m/0sw62,,
1424178,/m/050f0s,2007-07-21,Ralph Wiggum,1957-10-25,F,1.52,/m/04tvpv,Nancy Cartwright,49.0,/m/0bml1mf,/m/01jycs,/m/0sw62,http://www.wikidata.org/entity/Q16003605,elementary school student
1424178,/m/050f0s,2007-07-21,Nelson Muntz,1957-10-25,F,1.52,/m/04tvpv,Nancy Cartwright,49.0,/m/0bml1mp,/m/0h8z4,/m/0sw62,"http://www.wikidata.org/entity/Q19204627, http://www.wikidata.org/entity/Q16003605","American football player, elementary school student"
1424178,/m/050f0s,2007-07-21,Lisa Simpson,1964-07-03,F,1.62,,Yeardley Smith,43.0,/m/0bml1mt,/m/0h684,/m/0888_,"http://www.wikidata.org/entity/Q11696, http://www.wikidata.org/entity/Q270389, http://www.wikidata.org/entity/Q16003605, http://www.wikidata.org/entity/Q45181247","President of the United States, news presenter, elementary school student, babysitter"
1424178,/m/050f0s,2007-07-21,Montgomery Burns,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1my,/m/01ftqd,/m/03qd_,"http://www.wikidata.org/entity/Q43845, http://www.wikidata.org/entity/Q911554","businessperson, business magnate"
1424178,/m/050f0s,2007-07-21,Reverend Timothy Lovejoy,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1n1,/m/0h8sy,/m/03qd_,http://www.wikidata.org/entity/Q42603,priest
1424178,/m/050f0s,2007-07-21,Ned Flanders,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1n5,/m/01b92f,/m/03qd_,"http://www.wikidata.org/entity/Q215536, http://www.wikidata.org/entity/Q1056391","merchant, head teacher"
1424178,/m/050f0s,2007-07-21,Lenny Leonard,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1n9,/m/02s1kx,/m/03qd_,,
1424178,/m/050f0s,2007-07-21,Kent Brockman,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1rg,/m/0h8wd,/m/03qd_,http://www.wikidata.org/entity/Q42909,reporter
1424178,/m/050f0s,2007-07-21,Seymour Skinner,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1rl,/m/07gp0b,/m/03qd_,http://www.wikidata.org/entity/Q1056391,head teacher
1424178,/m/050f0s,2007-07-21,Julius Hibbert,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1rq,/m/0h8tb,/m/03qd_,,
1424178,/m/050f0s,2007-07-21,Otto Mann,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0bml1rz,/m/0h8f4,/m/03qd_,http://www.wikidata.org/entity/Q829020,bus driver
1424178,/m/050f0s,2007-07-21,Professor Frink,1964-04-25,M,1.82,/m/048z7l,Hank Azaria,43.0,/m/0bml1s2,/m/0h7x4,/m/0sw6g,"http://www.wikidata.org/entity/Q901, http://www.wikidata.org/entity/Q37226, http://www.wikidata.org/entity/Q205375","scientist, teacher, inventor"
1424178,/m/050f0s,2007-07-21,Moe Szyslak,1964-04-25,M,1.82,/m/048z7l,Hank Azaria,43.0,/m/0bml1s6,/m/0h8np,/m/0sw6g,"http://www.wikidata.org/entity/Q808266, http://www.wikidata.org/entity/Q10800557","bartender, film actor"
1424178,/m/050f0s,2007-07-21,Carl Carlson,1964-04-25,M,1.82,/m/048z7l,Hank Azaria,43.0,/m/0bml1sb,/m/0h8_q,/m/0sw6g,,
1424178,/m/050f0s,2007-07-21,Clancy Wiggum,1964-04-25,M,1.82,/m/048z7l,Hank Azaria,43.0,/m/0bml1wj,/m/0h8tq,/m/0sw6g,http://www.wikidata.org/entity/Q384593,police officer
1424178,/m/050f0s,2007-07-21,Apu Nahasapeemapetilon,1964-04-25,M,1.82,/m/048z7l,Hank Azaria,43.0,/m/0bml1wn,/m/0h8s3,/m/0sw6g,http://www.wikidata.org/entity/Q685433,salesperson
1424178,/m/050f0s,2007-07-21,Edna Krabappel,1942-11-01,F,,,Marcia Wallace,64.0,/m/0bml1ws,/m/0h8ds,/m/03xn3s2,http://www.wikidata.org/entity/Q974144,educator
1424178,/m/050f0s,2007-07-21,Martin Prince,1944-05-04,F,,,Russi Taylor,63.0,/m/0bml1xd,/m/0h8yc,/m/06b4wb,http://www.wikidata.org/entity/Q16003605,elementary school student
1424178,/m/050f0s,2007-07-21,Fat Tony,1947-11-13,M,1.803,/m/0xnvg,Joe Mantegna,59.0,/m/0cg9q9v,/m/0h6s2,/m/026l37,,
1424178,/m/050f0s,2007-07-21,Marge Simpson,1950-09-07,F,1.7,,Julie Kavner,56.0,/m/0h57r_d,/m/07c8t,/m/0sw5n,"http://www.wikidata.org/entity/Q384593, http://www.wikidata.org/entity/Q1934684, http://www.wikidata.org/entity/Q2912172","police officer, homemaker, sole proprietorship"
1424178,/m/050f0s,2007-07-21,Waylon Smithers,1943-12-23,M,1.67,/m/041rx,Harry Shearer,63.0,/m/0hh3xh6,/m/0h897,/m/03qd_,http://www.wikidata.org/entity/Q80687,secretary
1424178,/m/050f0s,2007-07-21,Milhouse Van Houten,1953-11-27,F,1.63,,Pamela Hayden,53.0,/m/0hh3xq2,/m/017lbn,/m/0sw7b,"http://www.wikidata.org/entity/Q33999, http://www.wikidata.org/entity/Q16003605","actor, elementary school student"
3035939,/m/08m5nw,1954-07-30,Pekka Puupää,1911-02-09,M,,,Esa Pakarinen,43.0,/m/0j89cq2,/m/0cn37f,/m/01s7hcz,,
